연번,행정구역,안심 주소,위도,경도,CCTV 수량
4319,서울특별시 관악구,LF002 J-SS 관악초공영(청룡동 920),37.4806,126.9436,1
4320,서울특별시 관악구,LF002 K-SS 관악초공영(청룡동 920),37.4806,126.9437,1
4321,서울특별시 관악구,LF002 L-SS 관악초공영(청룡동 920),37.4805,126.9434,1
4322,서울특별시 관악구,LF002 M-SS 관악초공영(청룡동 920),37.4805,126.9435,1
4323,서울특별시 관악구,LF002 N-SS 관악초공영(청룡동 920),37.4806,126.9436,1
4324,서울특별시 관악구,LF002 O-SS 관악초공영(청룡동 920),37.4806,126.9437,1
4325,서울특별시 관악구,LF002 P-SS 관악초공영(청룡동 920),37.4805,126.9438,1
4326,서울특별시 관악구,LF002 Q-SS 관악초공영(청룡동 920),37.4805,126.9434,1
4327,서울특별시 관악구,LF002 R-SS 관악초공영(청룡동 920),37.4805,126.9435,1
4328,서울특별시 관악구,LF002 S-SS 관악초공영 B2F (청룡동 920),37.4805,126.9436,1
4329,서울특별시 관악구,LF002 U-SS 관악초공영(청룡동 920),37.4805,126.9437,1
4330,서울특별시 관악구,LF002 V-SS 관악초공영(청룡동 920),37.4805,126.9438,1
4331,서울특별시 관악구,LF002 X-SS 관악초공영(청룡동 920),37.4804,126.9434,1
4332,서울특별시 관악구,LG001 1-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9334,1
4333,서울특별시 관악구,LG001 2-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9334,1
4334,서울특별시 관악구,LG001 3-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9335,1
4335,서울특별시 관악구,LG001 4-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9336,1
4336,서울특별시 관악구,LG001 5-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9334,1
4337,서울특별시 관악구,LG001 6-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9334,1
4338,서울특별시 관악구,LG001 7-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9335,1
4339,서울특별시 관악구,LG001 8-MS 삼성동제2공영(삼성동 306-59),37.4642,126.9336,1
4340,서울특별시 관악구,LG001 9-MS 삼성동제2공영(삼성동 306-59),37.4641,126.9334,1
4341,서울특별시 관악구,LG001 A-MS 삼성동제2공영(삼성동 306-59),37.4641,126.9335,1
4342,서울특별시 관악구,LG001 B-MS 삼성동제2공영(삼성동 306-59),37.4641,126.9335,1
4343,서울특별시 관악구,LG001 C-MS 삼성동제2공영(삼성동 306-59),37.4641,126.9336,1
4344,서울특별시 관악구,LG001 D-MS 삼성동제2공영(삼성동 306-59),37.464,126.9334,1
4345,서울특별시 관악구,LG001 E-MS 삼성동제2공영(삼성동 306-59),37.464,126.9335,1
4346,서울특별시 관악구,LG001 F-MS 삼성동제2공영(삼성동 306-59),37.464,126.9335,1
4347,서울특별시 관악구,LG001 G-MS 삼성동제2공영(삼성동 306-59),37.464,126.9336,1
4348,서울특별시 관악구,LG001 H-MS 삼성동제2공영(삼성동 306-59),37.4639,126.9334,1
4349,서울특별시 관악구,LG001 I-MS 삼성동제2공영(삼성동 306-59),37.4639,126.9335,1
4350,서울특별시 관악구,LG001 J-MS 삼성동제2공영(삼성동 306-59),37.4639,126.9336,1
4351,서울특별시 관악구,LG001 K-MS 삼성동제2공영(삼성동 306-59),37.4639,126.9336,1
4352,서울특별시 관악구,LG001 L-MS 삼성동제2공영(삼성동 306-59),37.4639,126.9335,1
4353,서울특별시 관악구,LG001 M-MS 삼성동제2공영(삼성동 306-59),37.4639,126.9336,1
4354,서울특별시 관악구,LG002 1-4S 봉림중공영(청룡동 1535-35),37.4792,126.939,1
4355,서울특별시 관악구,LG002 2-4S 봉림중공영(청룡동 1535-35),37.4791,126.9388,1
4356,서울특별시 관악구,LG002 3-4S 봉림중공영(청룡동 1535-35),37.479,126.9389,1
4357,서울특별시 관악구,LG002 4-4S 봉림중공영(청룡동 1535-35),37.4791,126.9391,1
4358,서울특별시 관악구,LH001 1-13S 민방위교육장(미성동737),37.4693,126.9113,1
4359,서울특별시 관악구,LH001 10-13S 민방위교육장(미성동737),37.4692,126.9112,1
4360,서울특별시 관악구,LH001 11-13S 민방위교육장(미성동737),37.4692,126.9113,1
4361,서울특별시 관악구,LH001 12-13S 민방위교육장(미성동737),37.4692,126.9113,1
4362,서울특별시 관악구,LH001 13-13S 민방위교육장(미성동737),37.4692,126.9114,1
4363,서울특별시 관악구,LH001 2-13S 민방위교육장(미성동737),37.4693,126.9112,1
4364,서울특별시 관악구,LH001 3-13S 민방위교육장(미성동737),37.4693,126.9114,1
4365,서울특별시 관악구,LH001 4-13S 민방위교육장(미성동737),37.4693,126.9112,1
4366,서울특별시 관악구,LH001 6-13S 민방위교육장(미성동737),37.4692,126.9113,1
4367,서울특별시 관악구,LH001 7-13S 민방위교육장(미성동737),37.4693,126.9113,1
4368,서울특별시 관악구,LH001 8-13S 민방위교육장(미성동737),37.4693,126.9114,1
4369,서울특별시 관악구,LH001 9-13S 민방위교육장(미성동737),37.4692,126.9112,1
4370,서울특별시 관악구,"LH002 1-2S 미성동제3공영(D3098,미성동 756-53)",37.4755,126.9158,1
4371,서울특별시 관악구,"LH002 2-2S 미성동제3공영(D3098,미성동 756-53)",37.4755,126.9158,1
4372,서울특별시 관악구,LH003 1-2S 서림동공영(신림동 103-23 앞),37.4732,126.9405,1
4373,서울특별시 관악구,LH003 2-2S 서림동공영(신림동 103-23 앞),37.4732,126.9407,1
4374,서울특별시 관악구,"N0001 1-5RXC 신림동 1425-23, 희망찬안과 부근",37.4873,126.9289,1
4375,서울특별시 관악구,"N0001 2-5S 신림동 1425-23, 희망찬안과 부근",37.4872,126.9291,1
4376,서울특별시 관악구,"N0001 3-5S 신림동 1425-23, 희망찬안과 부근",37.4872,126.9289,1
4377,서울특별시 관악구,"N0001 4-5S 신림동 1425-23, 희망찬안과 부근",37.4874,126.9288,1
4378,서울특별시 관악구,"N0001 5-5S 신림동 1425-23, 희망찬안과 부근",37.4874,126.929,1
4379,서울특별시 관악구,"N1001 1-5RXXC 신원동 1695, 동부아파트 부근",37.4816,126.9287,1
4380,서울특별시 관악구,"N1001 2-5S 신원동 1695, 동부아파트 부근",37.4817,126.9285,1
4381,서울특별시 관악구,"N1001 3-5S 신원동 1695, 동부아파트 부근",37.4817,126.9287,1
4382,서울특별시 관악구,"N1001 4-5S 신원동 1695, 동부아파트 부근",37.4815,126.9287,1
4383,서울특별시 관악구,"N1001 5-5S 신원동 1695, 동부아파트 부근",37.4815,126.9286,1
4384,서울특별시 관악구,"N1002 1-5RXXC 난곡동 607-73, 세이브마트 부근",37.4741,126.9187,1
4385,서울특별시 관악구,"N1002 2-5SC 미성동 607-73, 세이브마트 부근",37.4742,126.9188,1
4386,서울특별시 관악구,"N1002 3-5SC 미성동 607-73, 세이브마트 부근",37.474,126.9187,1
4387,서울특별시 관악구,"N1002 4-5SC 미성동 607-73, 세이브마트 부근",37.4742,126.9187,1
4388,서울특별시 관악구,"N1002 5-5SC 미성동 607-73, 세이브마트 부근",37.474,126.9186,1
4389,서울특별시 관악구,"N1003 1-3RXXC 서원동 1638-1와 도림천, 삼모스포렉스 부근",37.4819,126.9291,1
4390,서울특별시 관악구,"N1003 2-3UC 서원동 1638-1와 도림천, 삼모스포렉스 부근",37.482,126.9292,1
4391,서울특별시 관악구,"N1003 3-3UC 서원동 1638-1와 도림천, 삼모스포렉스 부근",37.482,126.929,1
4392,서울특별시 관악구,"N2003 1-3RXXC 청룡동 1528-28, 으뜸한의원 부근",37.4796,126.9423,1
4393,서울특별시 관악구,"N2003 2-3S 청룡동 1528-28, 으뜸한의원 부근",37.4797,126.9424,1
4394,서울특별시 관악구,"N2003 3-3S 청룡동 1528-28, 으뜸한의원 부근",37.4796,126.9422,1
4395,서울특별시 관악구,"N3001 1-4RXXC 대학동 218-1, CU 편의점 부근",37.4686,126.9446,1
4396,서울특별시 관악구,"N3001 2-4UC 대학동 218-1, CU 편의점 부근",37.4685,126.9446,1
4397,서울특별시 관악구,"N3001 3-4UC 대학동 218-1, CU 편의점 부근",37.4687,126.9447,1
4398,서울특별시 관악구,"N3001 4-4UC 대학동 218-1, CU 편의점 부근",37.4686,126.9445,1
4399,서울특별시 관악구,"N6001 1-5RXXC 서원동 1640-14, 신림역3번 출구 부근",37.4833,126.9298,1
4400,서울특별시 관악구,"N6001 2-5S 서원동 1640-14, 신림역3번 출구 부근",37.4832,126.9298,1
4401,서울특별시 관악구,"N6001 3-5S 서원동 1640-14, 신림역3번 출구 부근",37.4834,126.9298,1
4402,서울특별시 관악구,"N6001 4-5S 서원동 1640-14, 신림역3번 출구 부근",37.4834,126.9296,1
4403,서울특별시 관악구,"N6001 5-5S 서원동 1640-14, 신림역3번 출구 부근",37.4832,126.9297,1
4404,서울특별시 관악구,"N6002 1-5RXXC 신림동 1433-86, 신림역5번 출구 부근",37.4841,126.9279,1
4405,서울특별시 관악구,"N6002 2-5S 신림동 1433-86, 신림역5번 출구 부근",37.4841,126.928,1
4406,서울특별시 관악구,"N6002 3-5S 신림동 1433-86, 신림역5번 출구 부근",37.4841,126.9278,1
4407,서울특별시 관악구,"N6002 4-5S 신림동 1433-86, 신림역5번 출구 부근",37.4842,126.928,1
4408,서울특별시 관악구,"N6002 5-5S 신림동 1433-86, 신림역5번 출구 부근",37.4842,126.9278,1
4409,서울특별시 관악구,"N6003 1-5RXXC 서원동 94-188, 신림2교 부근",37.4771,126.9375,1
4410,서울특별시 관악구,"N6003 2-5S 서원동 94-188, 신림2교 부근",37.4771,126.9373,1
4411,서울특별시 관악구,"N6003 3-5S 서원동 94-188, 신림2교 부근",37.4773,126.9372,1
4412,서울특별시 관악구,"N6003 4-5S 서원동 94-188, 신림2교 부근",37.4772,126.9378,1
4413,서울특별시 관악구,"N6003 5-5S 서원동 94-188, 신림2교 부근",37.4768,126.9374,1
4414,서울특별시 관악구,"N6004 1-5RXXC 남현동 1061-59, 사당역5번 출구 부근",37.4757,126.9815,1
4415,서울특별시 관악구,"N6004 2-5S 남현동 1061-59, 사당역5번 출구 부근",37.4757,126.9814,1
4416,서울특별시 관악구,"N6004 3-5S 남현동 1061-59, 사당역5번 출구 부근",37.4758,126.9814,1
4417,서울특별시 관악구,"N6004 4-5U 남현동 1061-59, 사당역5번 출구 부근",37.4757,126.9814,1
4418,서울특별시 관악구,"N6004 5-5UC 남현동 1061-59, 사당역5번 출구 부근",37.4757,126.9815,1
4419,서울특별시 관악구,"N7001 1-3RXXC 은천동 899-27, 현대시장 부근",37.4858,126.9469,1
4420,서울특별시 관악구,"N7001 2-3S 은천동 899-27, 현대시장 부근",37.4859,126.9469,1
4421,서울특별시 관악구,"N7001 3-3S 은천동 899-27, 현대시장 부근",37.4857,126.9469,1
4422,서울특별시 관악구,"N7002 1-3RXXC 신사동 499-50, 진양빌딩, 지구대 부근",37.4878,126.9145,1
4423,서울특별시 관악구,"N7002 2-3S 신사동 499-50, 진양빌딩, 지구대 부근",37.4878,126.9146,1
4424,서울특별시 관악구,"N7002 3-3S 신사동 499-50, 진양빌딩, 지구대 부근",37.4877,126.9144,1
4425,서울특별시 관악구,"N7003 1-3RXXC 은천동 956-2, 봉일시장 부근",37.4863,126.9379,1
4426,서울특별시 관악구,"N7003 2-3S 은천동 956-2, 봉일시장 부근",37.4863,126.9381,1
4427,서울특별시 관악구,"N7003 3-3S 은천동 956-2, 봉일시장 부근",37.4863,126.9377,1
4428,서울특별시 관악구,"N7004 1-4RXXC 난곡동 617-9, 우리들약국 부근",37.4726,126.9193,1
4429,서울특별시 관악구,"N7004 2-4S 난곡동 617-9, 우리들약국 부근",37.4727,126.9192,1
4430,서울특별시 관악구,"N7004 3-4S 난곡동 617-9, 우리들약국 부근",37.4726,126.9194,1
4431,서울특별시 관악구,"N7004 4-4S 난곡동 617-9, 우리들약국 부근",37.4725,126.9194,1
4432,서울특별시 관악구,"N7005 1-5RXXC 대학동 1516-3, CU편의점 부근",37.4707,126.9377,1
4433,서울특별시 관악구,"N7005 2-5S 대학동 1516-3, CU편의점 부근",37.4708,126.9377,1
4434,서울특별시 관악구,"N7005 3-5S 대학동 1516-3, CU편의점 부근",37.4706,126.9377,1
4435,서울특별시 관악구,"N7005 4-5S 대학동 1516-3, CU편의점 부근",37.4707,126.9379,1
4436,서울특별시 관악구,"N7005 5-5S 대학동 1516-3, CU편의점 부근",37.4707,126.9375,1
4437,서울특별시 관악구,"N7006 1-3RXXC 조원동 518-56, 신대방역 난곡방향 부근",37.4861,126.9136,1
4438,서울특별시 관악구,"N7006 2-3S 조원동 518-56, 신대방역 난곡방향 부근",37.4862,126.9136,1
4439,서울특별시 관악구,"N7006 3-3S 조원동 518-56, 신대방역 난곡방향 부근",37.486,126.9137,1
4440,서울특별시 관악구,"N8001 1-5RXXC 남현동 1066-31, 남현주차장 부근",37.4759,126.9774,1
4441,서울특별시 관악구,"N8001 2-5SC 남현동 1066-31, 남현주차장 부근",37.4759,126.9772,1
4442,서울특별시 관악구,"N8001 3-5SC 남현동 1066-31, 남현주차장 부근",37.4758,126.9773,1
4443,서울특별시 관악구,"N8001 4-5SC 남현동 1066-31, 남현주차장 부근",37.4759,126.9775,1
4444,서울특별시 관악구,"N8001 5-5SC 남현동 1066-31, 남현주차장 부근",37.476,126.9774,1
4445,서울특별시 관악구,"N8002 1-4RXXC 낙성대동 300-19, 인헌초교 부근",37.476,126.959,1
4446,서울특별시 관악구,"N8002 2-4S 낙성대동 300-19, 인헌초교 부근",37.4761,126.959,1
4447,서울특별시 관악구,"N8002 3-4S 낙성대동 300-19, 인헌초교 부근",37.4761,126.9593,1
4448,서울특별시 관악구,"N8002 4-4SC 낙성대동 300-19, 인헌초교 부근",37.4759,126.9591,1
4449,서울특별시 관악구,"N8003 1-3RXXC 인헌동 1639-9, 고운떡집 부근",37.4738,126.9668,1
4450,서울특별시 관악구,"N8003 2-3SC 인헌동 1639-9, 고운떡집 부근",37.4737,126.9668,1
4451,서울특별시 관악구,"N8003 3-3SC 인헌동 1639-9, 고운떡집 부근",37.4739,126.9668,1
4452,서울특별시 관악구,"N8004 1-3RXXC 인헌동 1632-10, CU편의점 부근",37.4761,126.9643,1
4453,서울특별시 관악구,"N8004 2-3S 인헌동 1632-10, CU편의점 부근",37.4761,126.9641,1
4454,서울특별시 관악구,"N8004 3-3S 인헌동 1632-10, CU편의점 부근",37.476,126.9644,1
4455,서울특별시 관악구,"N8005 1-5RXXC 신원동 1628-89, CU편의점 부근",37.4794,126.9281,1
4456,서울특별시 관악구,"N8005 2-5SC 신원동 1628-89, CU편의점 부근",37.4795,126.928,1
4457,서울특별시 관악구,"N8005 3-5S 신원동 1628-89, CU편의점 부근",37.4793,126.9279,1
4458,서울특별시 관악구,"N8005 4-5S 신원동 1628-89, CU편의점 부근",37.4794,126.9282,1
4459,서울특별시 관악구,"N8005 5-5S 신원동 1628-89, CU편의점 부근",37.4793,126.9281,1
4460,서울특별시 관악구,"N8006 1-3RXXC 신사동 503-35, 갈보리교회 부근",37.4852,126.9159,1
4461,서울특별시 관악구,"N8006 2-3SC 신사동 503-35, 갈보리교회 부근",37.4852,126.916,1
4462,서울특별시 관악구,"N8006 3-3S 신사동 503-35, 갈보리교회 부근",37.4852,126.9158,1
4463,서울특별시 관악구,"N8007 1-4RXXC 미성동 589-1, 난우초교 부근",37.4762,126.9175,1
4464,서울특별시 관악구,"N8007 2-4S 미성동 589-1, 난우초교 부근",37.4761,126.9176,1
4465,서울특별시 관악구,"N8007 3-4S 미성동 589-1, 난우초교 부근",37.4762,126.9176,1
4466,서울특별시 관악구,"N8007 4-4SC 미성동 589-1, 난우초교 부근",37.4763,126.9174,1
4467,서울특별시 관악구,"N8008 1-3RXXC 조원동 1659-29, B&S빌딩 부근",37.4809,126.9049,1
4468,서울특별시 관악구,"N8008 2-3S 조원동 1659-29, B&S빌딩 부근",37.4809,126.9048,1
4469,서울특별시 관악구,"N8008 3-3S 조원동 1659-29, B&S빌딩 부근",37.481,126.905,1
4470,서울특별시 관악구,"N8009 1-5RXXC 대학동 1517-17, 국민은행 건너편 부근",37.4692,126.9377,1
4471,서울특별시 관악구,"N8009 2-5SC 대학동 1517-17, 국민은행 건너편 부근",37.4692,126.9379,1
4472,서울특별시 관악구,"N8009 3-5SC 대학동 1517-17, 국민은행 건너편 부근",37.4693,126.9378,1
4473,서울특별시 관악구,"N8009 4-5SC 대학동 1517-17, 국민은행 건너편 부근",37.4692,126.9377,1
4474,서울특별시 관악구,"N8009 5-5SC 대학동 1517-17, 국민은행 건너편 부근",37.4692,126.9376,1
4475,서울특별시 관악구,"N8010 1-3RXXC 미성동 1700, 라이프아파트 부근",37.4775,126.9135,1
4476,서울특별시 관악구,"N8010 2-3S 미성동 1700, 라이프아파트 부근",37.4775,126.9134,1
4477,서울특별시 관악구,"N8010 3-3S 미성동 1700, 라이프아파트 부근",37.4775,126.9136,1
4478,서울특별시 관악구,"N9001 1-4RXXC 인헌동 1638-22, 우리은행 부근",37.474,126.9657,1
4479,서울특별시 관악구,"N9001 2-4SC 인헌동 1638-22, 우리은행 부근",37.4739,126.9657,1
4480,서울특별시 관악구,"N9001 3-4SC 인헌동 1638-22, 우리은행 부근",37.474,126.9655,1
4481,서울특별시 관악구,"N9001 4-4SC 인헌동 1638-22, 우리은행 부근",37.474,126.9658,1
4482,서울특별시 관악구,"N9002 1-3RXXC 미성동 1730, 신림푸르지오 부근",37.4803,126.9101,1
4483,서울특별시 관악구,"N9002 2-3S 미성동 1730, 신림푸르지오 부근",37.4803,126.9099,1
4484,서울특별시 관악구,"N9002 3-3SC 미성동 1730, 신림푸르지오 부근",37.4803,126.9102,1
4485,서울특별시 관악구,"N9003 1-4RXXCL 남현동 1062-12, 시립남서울미술관 부근",37.4759,126.98,1
4486,서울특별시 관악구,"N9003 2-4SC 남현동 1062-12, 시립남서울미술관 부근",37.4759,126.9798,1
4487,서울특별시 관악구,"N9003 3-4SC 남현동 1062-12, 시립남서울미술관 부근",37.476,126.98,1
4488,서울특별시 관악구,"N9003 4-4SC 남현동 1062-12, 시립남서울미술관 부근",37.4759,126.9801,1
4489,서울특별시 관악구,"NA001 1-3RXXC 서원동 86-3, 청암두산위브아파트 부근",37.4824,126.9299,1
4490,서울특별시 관악구,"NA001 2-3UC 서원동 86-3, 청암두산위브아파트 부근",37.4823,126.9299,1
4491,서울특별시 관악구,"NA001 3-3UC 서원동 86-3, 청암두산위브아파트 부근",37.4826,126.9299,1
4492,서울특별시 관악구,"NA002 1-5RXXC 중앙동 463-1, 더불유에스타워 부근",37.4869,126.9469,1
4493,서울특별시 관악구,"NA002 2-5U 중앙동 463-1, 더불유에스타워 부근",37.4869,126.9468,1
4494,서울특별시 관악구,"NA002 3-5U 중앙동 463-1, 더불유에스타워 부근",37.487,126.9469,1
4495,서울특별시 관악구,"NA002 4-5U 중앙동 463-1, 더불유에스타워 부근",37.4869,126.9471,1
4496,서울특별시 관악구,"NA002 5-5U 중앙동 463-1, 더불유에스타워 부근",37.4868,126.947,1
4497,서울특별시 관악구,"NA003 1-4RXXC 신원동 1695, 신림동부아파트 승리교 부근",37.4808,126.9298,1
4498,서울특별시 관악구,"NA003 2-4UC 신원동 1695, 신림동부아파트 승리교 부근",37.4809,126.9297,1
4499,서울특별시 관악구,"NA003 3-4UC 신원동 1695, 신림동부아파트 승리교 부근",37.4809,126.9299,1
4500,서울특별시 관악구,"NA003 4-4UC 신원동 1695, 신림동부아파트 승리교 부근",37.4807,126.9299,1
4501,서울특별시 관악구,"NB001 1-4RXXC 신사동 1464-19, 봉림교 부근",37.4839,126.9256,1
4502,서울특별시 관악구,"NB001 2-4U 신사동 1464-19, 봉림교 부근",37.4839,126.9257,1
4503,서울특별시 관악구,"NB001 3-4U 신사동 1464-19, 봉림교 부근",37.4839,126.9255,1
4504,서울특별시 관악구,"NB001 4-4S 신사동 1464-19, 봉림교 부근",37.4838,126.9256,1
4505,서울특별시 관악구,"NB002 1-5RXXC 행운동 32-6, 동진빌딩 맞은편 부근",37.4841,126.9551,1
4506,서울특별시 관악구,"NB002 2-5S 행운동 32-6, 동진빌딩 맞은편 부근",37.484,126.955,1
4507,서울특별시 관악구,"NB002 3-5S 행운동 32-6, 동진빌딩 맞은편 부근",37.4841,126.9552,1
4508,서울특별시 관악구,"NB002 4-5S 행운동 32-6, 동진빌딩 맞은편 부근",37.484,126.955,1
4509,서울특별시 관악구,"NB002 5-5S 행운동 32-6, 동진빌딩 맞은편 부근",37.4841,126.9551,1
4510,서울특별시 관악구,"NB003 1-5RXXC 중앙동 32-8, 동진빌딩 부근",37.4843,126.9548,1
4511,서울특별시 관악구,"NB003 2-5S 중앙동 32-8, 동진빌딩 부근",37.4843,126.955,1
4512,서울특별시 관악구,"NB003 3-5S 중앙동 32-8, 동진빌딩 부근",37.4842,126.9548,1
4513,서울특별시 관악구,"NB003 4-5S 중앙동 32-8, 동진빌딩 부근",37.4842,126.9547,1
4514,서울특별시 관악구,"NB003 5-5S 중앙동 32-8, 동진빌딩 부근",37.4844,126.9549,1
4515,서울특별시 관악구,"NB004 1-3RXXC 청룡동 863-1, 서울대입구역3번 출구 부근",37.4801,126.9524,1
4516,서울특별시 관악구,"NB004 2-3S 청룡동 863-1, 서울대입구역3번 출구 부근",37.4803,126.9525,1
4517,서울특별시 관악구,"NB004 3-3S 청룡동 863-1, 서울대입구역3번 출구 부근",37.4798,126.9524,1
4518,서울특별시 관악구,"NB005 1-4RXXC 조원동 1643-6, 우신병원 코너 부근",37.484,126.9026,1
4519,서울특별시 관악구,"NB005 2-4S 조원동 1643-6, 우신병원 코너 부근",37.484,126.9027,1
4520,서울특별시 관악구,"NB005 3-4S 조원동 1643-6, 우신병원 코너 부근",37.4839,126.9025,1
4521,서울특별시 관악구,"NB005 4-4S 조원동 1643-6, 우신병원 코너 부근",37.4838,126.9026,1
4522,서울특별시 관악구,"NB006 1-4RXC 행운동 851-29, 장수집 맞은편 부근",37.4821,126.9536,1
4523,서울특별시 관악구,"NB006 2-4S 행운동 851-29, 장수집 맞은편 부근",37.482,126.9537,1
4524,서울특별시 관악구,"NB006 3-4S 행운동 851-29, 장수집 맞은편 부근",37.482,126.9535,1
4525,서울특별시 관악구,"NB006 4-4S 행운동 851-29, 장수집 맞은편 부근",37.4822,126.9535,1
4526,서울특별시 관악구,"NB007 1-4RXC 은천동 958-3, 명신적재함 부근",37.4852,126.9372,1
4527,서울특별시 관악구,"NB007 2-4S 은천동 958-3, 명신적재함 부근",37.4852,126.9373,1
4528,서울특별시 관악구,"NB007 3-4S 은천동 958-3, 명신적재함 부근",37.4853,126.937,1
4529,서울특별시 관악구,"NB007 4-4S 은천동 958-3, 명신적재함 부근",37.4853,126.9373,1
4530,서울특별시 관악구,"NB008 1-4RXC 신림동 1444-1, LG전자서비스센터 부근",37.4897,126.9253,1
4531,서울특별시 관악구,"NB008 2-4S 신림동 1444-1, LG전자서비스센터 부근",37.4897,126.9255,1
4532,서울특별시 관악구,"NB008 3-4S 신림동 1444-1, LG전자서비스센터 부근",37.4897,126.9251,1
4533,서울특별시 관악구,"NB008 4-4S 신림동 1444-1, LG전자서비스센터 부근",37.4898,126.9253,1
4534,서울특별시 관악구,"NB009 1-5RXXC 난곡동 697-40, 느티나무공원 부근",37.4671,126.9205,1
4535,서울특별시 관악구,"NB009 2-5S 난곡동 697-40, 느티나무공원 부근",37.467,126.9206,1
4536,서울특별시 관악구,"NB009 3-5SC 난곡동 697-40, 느티나무공원 부근",37.4671,126.9204,1
4537,서울특별시 관악구,"NB009 4-5S 난곡동 697-40, 느티나무공원 부근",37.4669,126.9204,1
4538,서울특별시 관악구,"NB009 5-5S 난곡동 697-40, 느티나무공원 부근",37.4672,126.9205,1
4539,서울특별시 관악구,"NB010 1-3RXXC 난향동 681-15, 신림종합복지관 건너편 부근",37.4653,126.9195,1
4540,서울특별시 관악구,"NB010 2-3S 난향동 681-15, 신림종합복지관 건너편 부근",37.4654,126.9196,1
4541,서울특별시 관악구,"NB010 3-3S 난향동 681-15, 신림종합복지관 건너편 부근",37.4651,126.9195,1
4542,서울특별시 관악구,"NB011 1-3RXXC 조원동 1653-6, 예수비전교회 부근",37.4833,126.9053,1
4543,서울특별시 관악구,"NB011 2-3S 조원동 1653-6, 예수비전교회 부근",37.4834,126.9055,1
4544,서울특별시 관악구,"NB011 3-3S 조원동 1653-6, 예수비전교회 부근",37.4834,126.9051,1
4545,서울특별시 관악구,"NB012 1-4RXXC 서원동 1639-1, 올포유 부근",37.4838,126.927,1
4546,서울특별시 관악구,"NB012 2-4S 서원동 1639-1, 올포유 부근",37.4839,126.927,1
4547,서울특별시 관악구,"NB012 3-4S 서원동 1639-1, 올포유 부근",37.4838,126.9272,1
4548,서울특별시 관악구,"NB012 4-4S 서원동 1639-1, 올포유 부근",37.4837,126.9268,1
4549,서울특별시 관악구,NF001 1-2RXXC 서림동 98-381,37.4751,126.9432,1
4550,서울특별시 관악구,NF001 2-2S 서림동 98-381,37.4752,126.9432,1
4551,서울특별시 관악구,NF002 1-2RXXC 중앙동 465-2,37.4867,126.9483,1
4552,서울특별시 관악구,NF002 2-2S 중앙동 465-2,37.4868,126.9481,1
4553,서울특별시 관악구,NF003 1-2RXXC 대학동 238-9,37.4704,126.9398,1
4554,서울특별시 관악구,NF003 2-2S 대학동 238-9,37.4704,126.9398,1
4555,서울특별시 관악구,NG001 1-3RX 남현동 244-114,37.4688,126.9412,1
4556,서울특별시 관악구,NG001 2-3S 남현동 244-114,37.4688,126.9411,1
4557,서울특별시 관악구,NG001 3-3S 남현동 244-114,37.4688,126.9413,1
4558,서울특별시 관악구,NH001 1-1RX 신림동 1713-12,37.4613,126.9258,1
4559,서울특별시 관악구,NH002 1-4RX 봉천동671-4,37.4895,126.9306,1
4560,서울특별시 관악구,NH002 2-4S 봉천동671-4,37.4895,126.9304,1
4561,서울특별시 관악구,NH002 3-4S 봉천동671-4,37.4894,126.9306,1
4562,서울특별시 관악구,NH002 4-4S 봉천동671-4,37.4896,126.9306,1
4563,서울특별시 관악구,NH003 1-4RX 신림동95-53,37.4769,126.9407,1
4564,서울특별시 관악구,NH003 2-4S 신림동95-53,37.4768,126.9408,1
4565,서울특별시 관악구,NH003 3-4S 신림동95-53,37.477,126.9406,1
4566,서울특별시 관악구,NH003 4-4S 신림동95-53,37.4768,126.9411,1
4567,서울특별시 관악구,P1001 1-6RZ 남현동 602-171와 602-121 (삼거리 602-171코너),37.4727,126.9784,1
4568,서울특별시 관악구,P1001 2-6SZ 남현동 602-171와 602-121 (삼거리 602-171코너),37.4728,126.9785,1
4569,서울특별시 관악구,P1001 3-6SZ 남현동 602-171와 602-121 (삼거리 602-171코너),37.4725,126.9782,1
4570,서울특별시 관악구,P1001 4-6SZ 남현동 602-171와 602-121 (삼거리 602-171코너),37.4726,126.9785,1
4571,서울특별시 관악구,P1001 5-6SZ 남현동 602-171와 602-121 (삼거리 602-171코너),37.4728,126.9784,1
4572,서울특별시 관악구,P1001 6-6SZ 남현동 602-171와 602-121 (삼거리 602-171코너),37.4726,126.9781,1
4573,서울특별시 관악구,P1002 1-1R 남현동 602-220와 602-326 (삼거리 602-220모퉁이),37.4722,126.9816,1
4574,서울특별시 관악구,P1003 1-1R 남현동 1132와 등산로 입구옆,37.4709,126.9735,1
4575,서울특별시 관악구,P1004 1-1R 남현동 1072-50와 1072-49 (삼거리 1072-50코너),37.4731,126.9733,1
4576,서울특별시 관악구,P1005 1-5RX 남현동 1071-41와 1054-10 (삼거리 1071-41모퉁이),37.4757,126.9736,1
4577,서울특별시 관악구,P1005 2-5S 남현동 1071-41와 1054-10 (삼거리 1071-41모퉁이),37.4756,126.9737,1
