표찰번호,행정동,지번,설치일자,등주형태,램프종류,총등수,기준일자
여의대방로36길1-5,대방동,45580,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길1-6,대방동,45580,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길1-8,대방동,20-114,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길1-9,대방동,20-114,2020-09-09,스텐주,LED일체형,2,2024-07-29
여의대방로36길1-10,대방동,20-124,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길1-11,대방동,20-124,2020-09-09,스텐주,LED일체형,2,2024-07-29
여의대방로36길1-13,대방동,15-51,2020-09-09,스텐주,LED일체형,2,2024-07-29
여의대방로36길1-14,대방동,15-51,2020-09-09,스텐주,LED일체형,2,2024-07-29
여의대방로36길1-15,대방동,15-51,2020-09-09,스텐주,LED일체형,2,2024-07-29
여의대방로36길1-16,대방동,15-45,2020-09-09,스텐주,LED일체형,2,2024-07-29
여의대방로36길1=7,대방동,503-2,2016-08-23,강판주,LED일체형,4,2024-07-29
여의대방로36길2-1,대방동,466-10,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길2-2,대방동,466-56,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길2-3,대방동,466-56,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길2-4,대방동,466-56,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길2-5,대방동,466-56,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길2-7,대방동,466-57,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-8,대방동,466-57,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-9,대방동,466-57,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-10,대방동,466-57,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-11,대방동,466-57,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-12,대방동,466-57,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-13,대방동,15-51,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-14,대방동,15-51,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2-15,대방동,15-42,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길2=6,대방동,466-56,2016-08-23,강판주,LED일체형,4,2024-07-29
여의대방로36길2=16,대방동,15-42,2016-08-23,강판주,LED일체형,2,2024-07-29
여의대방로36길3-1,대방동,350-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길3-2,대방동,350-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길3-3,대방동,350-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길3-4,대방동,466-67,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길3-5,대방동,466-67,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길3-6,대방동,350-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길3-7,대방동,501-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길3-8,대방동,501-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길4-1,대방동,374-4,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길4-2,대방동,466-39,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길4-3,대방동,466-39,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길4-4,대방동,466-39,2016-08-23,강판주,LED일체형,1,2024-07-29
여의대방로36길4-6,대방동,466-56,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길4-7,대방동,466-40,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길4-8,대방동,466-40,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길4-9,대방동,466-43,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길4-10,대방동,466-43,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길4-11,대방동,466-43,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로36길4-13,대방동,385-13,2024-02-28,강판주,LED일체형,1,2024-07-29
여의대방로36길4=5,대방동,466-56,2016-08-23,강판주,LED일체형,2,2024-07-29
여의대방로36길4=12,대방동,466-43,2016-08-23,강판주,LED일체형,2,2024-07-29
여의대방로36길 1=12,대방동,20-124,2016-08-23,강판주,LED일체형,4,2024-07-29
여의대방로44길1-2-,대방동,503,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-3-,대방동,503,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-5-,대방동,503-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-6-,대방동,23-176,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-7-,대방동,23-176,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-8-,대방동,503-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-9-,대방동,350-7,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-10-,대방동,500-4,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1-12-,대방동,500-8,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길1=1-,대방동,503,2016-08-23,강판주,LED일체형,4,2024-07-29
여의대방로44길1=4-,대방동,503,2016-08-23,강판주,LED일체형,4,2024-07-29
여의대방로44길1=11-,대방동,500,2016-08-23,강판주,LED일체형,4,2024-07-29
여의대방로44길2-2-,대방동,501-5,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-3-,대방동,501-5,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-4-,대방동,501-5,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-5-,대방동,23-189,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-6-,대방동,23-189,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-7-,대방동,23-189,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-8-,대방동,503-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-9-,대방동,23-184,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-10-,대방동,20-114,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-11-,대방동,503-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2-12-,대방동,503-2,2016-08-23,강판주,LED일체형,3,2024-07-29
여의대방로44길2=1-,대방동,501-5,2016-08-23,강판주,LED일체형,4,2024-07-29
여의대방로버스1-1,신대방1동,492-261,2020-11-17,전용주,,4,2024-07-29
여의대방로버스1-2,신대방1동,492-261,2020-11-17,전용주,,4,2024-07-29
여의대방로버스1-3,신대방1동,492-261,2020-11-17,신호통합주,LED일체형,2,2024-07-29
여의대방로버스1-4,신대방1동,4785,2020-11-17,신호통합주,LED일체형,2,2024-07-29
여의대방로버스1-5,신대방1동,4785,2020-11-17,전용주,,4,2024-07-29
여의대방로버스1-6,신대방1동,4785,2020-11-17,전용주,,4,2024-07-29
여의대방로버스2-1,신대방1동,4321,2020-11-17,전용주,,4,2024-07-29
여의대방로버스2-2,신대방1동,4321,2020-11-17,전용주,,4,2024-07-29
여의대방로버스2-3,신대방1동,4302,2020-11-17,신호통합주,LED일체형,2,2024-07-29
여의대방로버스2-4,대방동,4302,2020-11-17,신호통합주,LED일체형,2,2024-07-29
여의대방로버스2-5,대방동,4302,2020-11-17,전용주,,4,2024-07-29
여의대방로버스2-6,대방동,4302,2020-11-17,전용주,,4,2024-07-29
여의대방로버스3-1,신대방1동,375-12,2020-11-17,전용주,,4,2024-07-29
여의대방로버스3-2,신대방1동,381-7,2020-11-17,전용주,,4,2024-07-29
여의대방로버스3-3,신대방2동,378-10,2020-11-17,신호통합주,LED일체형,2,2024-07-29
여의대방로버스4-1,대방동,466-51,2020-11-17,전용주,,4,2024-07-29
여의대방로버스4-2,대방동,466-51,2020-11-17,전용주,,4,2024-07-29
여의대방로버스4-3,대방동,466-51,2020-11-17,신호통합주,LED일체형,2,2024-07-29
여의대방로버스5-1,대방동,4880,2020-11-17,전용주,,4,2024-07-29
여의대방로버스5-2,대방동,4880,2020-11-17,전용주,,4,2024-07-29
여의대방로버스5-3,대방동,4880,2020-11-17,신호통합주,LED일체형,2,2024-07-29
여의대방로버스6-1,대방동,4880,2020-11-17,전용주,,4,2024-07-29
여의대방로버스6-2,대방동,4880,2020-11-17,전용주,,4,2024-07-29
여의대방로버스6-3,대방동,4880,2020-11-17,신호통합주,LED일체형,2,2024-07-29
장승배기로1-1,노량진2동,23285,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-2,노량진2동,20121,2018-11-27,강판주,LED일체형,1,2024-07-29
장승배기로1-3-,노량진2동,18264,2016-08-30,강판주,LED일체형,3,2024-07-29
장승배기로1-6,노량진2동,240-4,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-7,노량진2동,240-4,2023-11-27,한전주,LED일체형,2,2024-07-29
장승배기로1-8,노량진2동,240-4,2018-11-27,강판주,LED일체형,1,2024-07-29
장승배기로1-9,노량진2동,240-4,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-10,노량진2동,232-17,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-11,노량진2동,231-124,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-12,노량진2동,231-124,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-13,노량진2동,231-113,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-14,노량진2동,231-124,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-15,노량진2동,231-124,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1-16,노량진2동,231-124,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로1=4-,노량진2동,18264,2016-08-30,강판주,LED일체형,4,2024-07-29
장승배기로1=5-,노량진2동,17899,2016-08-30,강판주,LED일체형,4,2024-07-29
장승배기로2-1,노량진2동,230-44,2016-08-30,강판주,LED일체형,2,2024-07-29
장승배기로2-2,노량진2동,230-44,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로2-3,노량진2동,230-44,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로2-4,노량진2동,311-3,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로2-5,노량진2동,311-4,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로2-6,노량진2동,311-4,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로2-7,노량진2동,315-33,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로2-8,노량진2동,311-4,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로2-9,상도2동,26-20,2016-08-30,신호통합주,LED일체형,3,2024-07-29
장승배기로2-10,노량진2동,902,2020-10-21,강판주,LED일체형,4,2024-07-29
장승배기로2-11,노량진2동,902,2020-10-21,강판주,LED일체형,4,2024-07-29
장승배기로2-12,노량진2동,902,2020-10-21,강판주,LED일체형,4,2024-07-29
장승배기로2-13,상도2동,902,2020-10-21,강판주,LED일체형,4,2024-07-29
장승배기로3-1,상도2동,368-34,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-3,상도2동,181-10,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-4,상도2동,181-62,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-5,상도2동,182-13,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-6,상도2동,182-13,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-7,상도2동,182-8,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-8,상도2동,184-11,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-9,상도2동,184-21,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-10,상도2동,184-26,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-11,상도2동,204-50,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-12,상도2동,204-48,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-13,상도2동,201-38,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-14,상도2동,201-38,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-15,상도2동,204-17,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3-16,상도2동,201-38,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로3=2,상도2동,180-2,2016-08-22,강판주,LED일체형,2,2024-07-29
장승배기로3=17,상도2동,201-55,2016-08-23,강판주,LED일체형,2,2024-07-29
장승배기로4-1,상도2동,201-38,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-2,상도2동,201-174,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-3,상도2동,201-174,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-4,상도2동,201-174,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-5,상도4동,208-4,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-6,상도4동,208-4,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-7,상도4동,208-4,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-8,상도4동,208-4,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로4-10,상도4동,208-19,2023-03-07,전용주(테파),LED일체형,1,2024-07-29
장승배기로4=9,상도4동,208-17,2016-08-23,전용주(테파),LED일체형,2,2024-07-29
장승배기로4길1-1-,상도2동,521-8,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-2-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-3-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-4-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-5-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-6-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-7-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-8-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-9-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-10-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-11-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-12-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-13-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-14-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-15-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-16-,상도2동,521,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-17-,상도2동,521-5,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로4길1-18,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로4길1-19,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로4길1-20,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로5-2,상도4동,207-2,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-3,상도4동,207-1,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-4,상도4동,208-1,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-5,상도2동,210-452,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-6,상도2동,201-174,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-7,상도2동,201-174,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-8,상도2동,416,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-10,상도2동,201-38,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-11,상도2동,201-38,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5-12,상도2동,201-38,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
장승배기로5=1,상도4동,207-5,2023-03-07,신호통합주,LED일체형,2,2024-07-29
장승배기로5=9,상도2동,416,2016-08-23,전용주(테파),LED일체형,2,2024-07-29
장승배기로6-2,상도2동,201-38,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-3,상도2동,201-38,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-4,상도2동,201-38,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-5,상도2동,184-9,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-6,상도2동,184-9,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-7,상도2동,184-9,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-8,상도2동,182-16,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-9,상도2동,182,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-10,상도2동,181-5,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-11,상도2동,181-57,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-12,상도2동,181-55,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-13,상도2동,179-43,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6-14,상도2동,368-50,2016-08-22,강판주,LED일체형,1,2024-07-29
장승배기로6=1,상도2동,521-9,2016-08-22,강판주,LED일체형,2,2024-07-29
장승배기로7-1,노량진2동,310-189,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로7-2,노량진2동,310-189,2018-11-27,강판주,LED일체형,1,2024-07-29
장승배기로7-3,노량진2동,310-188,2018-11-27,강판주,LED일체형,1,2024-07-29
장승배기로7-4,노량진2동,310-95,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로7-5,노량진2동,311-3,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로7-6,노량진2동,311-25,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로7-7,노량진2동,230-44,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로7-8,노량진2동,230-44,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로7-9,노량진2동,230-44,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로8-2,노량진1동,231-124,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로8-3,노량진1동,231-124,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로8-4,노량진1동,231-124,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로8-5,노량진1동,231-124,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로8-6-,노량진1동,231-124,2016-12-13,강판주,LED일체형,3,2024-07-29
장승배기로8-7-,노량진1동,232-17,2016-12-13,강판주,LED일체형,3,2024-07-29
장승배기로8-8-,노량진1동,232-17,2016-12-13,강판주,LED일체형,3,2024-07-29
장승배기로8-9-,노량진1동,240-4,2016-12-13,강판주,LED일체형,3,2024-07-29
장승배기로8-10,노량진1동,239-2,2023-11-27,한전주,LED일체형,2,2024-07-29
장승배기로8-11-,노량진1동,84-109,2016-12-13,강판주,LED일체형,3,2024-07-29
장승배기로8=1,노량진1동,231-124,2016-12-13,강판주,LED일체형,2,2024-07-29
장승배기로9-2,노량진1동,18264,2016-12-13,강판주,LED일체형,1,2024-07-29
장승배기로9-3,노량진1동,19998,2018-11-27,강판주,LED일체형,1,2024-07-29
장승배기로9-4,노량진1동,23346,2016-08-30,강판주,LED일체형,1,2024-07-29
장승배기로9=1-,노량진1동,17899,2016-12-13,강판주,LED일체형,4,2024-07-29
장승배기로10길1-1,상도2동,521-2,2016-08-22,스텐주,LED일체형,3,2024-07-29
장승배기로10길1-2,상도2동,521-2,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-3,상도2동,521-2,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-4,상도2동,521-2,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-5,상도2동,521-2,2019-06-14,스텐주,LED일체형,1,2024-07-29
장승배기로10길1-6,상도2동,521-2,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-7,상도2동,521-2,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-8,상도2동,521-2,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-9,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-10,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-11,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-12,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-13,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-14,상도2동,521,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-15,상도2동,159-212,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-16,상도2동,173-49,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-17,상도2동,161-50,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-18,상도2동,534,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로10길1-19,상도2동,534,2016-08-22,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-1,노량진1동,332-5,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-2,노량진1동,332-5,2018-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-3,노량진1동,332-5,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-4,노량진1동,122-48,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-5,노량진1동,122-48,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-6,노량진1동,332-6,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-7,노량진1동,332-6,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-8,노량진1동,332-6,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기로16길1-9,노량진1동,84-109,2016-12-13,스텐주,LED일체형,2,2024-07-29
장승배기지하차도1-1,상도2동,900-3,2016-08-25,강판주,LED일체형,1,2024-07-29
장승배기지하차도1-2,상도2동,302-427,2016-08-25,강판주,LED일체형,1,2024-07-29
장승배기지하차도1-3,노량진2동,314-43,2016-08-25,강판주,LED일체형,1,2024-07-29
장승배기지하차도1-4,노량진2동,314-43,2016-08-25,강판주,LED일체형,1,2024-07-29
장승배기지하차도1-5,노량진2동,314-43,2016-08-25,강판주,LED일체형,1,2024-07-29
장승배기지하차도1-6,노량진2동,산 30-75,2016-08-25,강판주,LED일체형,1,2024-07-29
장승배기지하차도1-7,노량진2동,산 30-75,2016-08-25,강판주,LED일체형,1,2024-07-29
현충로01(신)=,노량진1동,475-1,2016-08-30,강판주,LED일체형,2,2024-07-29
현충로02=,노량진1동,46,2016-08-30,강판주,LED일체형,4,2024-07-29
현충로03(신),노량진1동,475-1,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로04,노량진1동,45429,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로4길1-1-,흑석동,143-79,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-2-,흑석동,143-79,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-3-,흑석동,143-79,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-4-,흑석동,170-80,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-5-,흑석동,170-12,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-6-,흑석동,173-5,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-7-,흑석동,173-47,2019-11-05,강판주,LED일체형,3,2024-07-29
현충로4길1-8-,흑석동,173-47,2020-11-03,신호통합주,LED일체형,1,2024-07-29
현충로4길1-9,흑석동,173-11,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-10-,흑석동,341,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-11-,흑석동,341,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-12-,흑석동,341,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-13-,흑석동,173-201,2019-09-19,강판주,LED일체형,3,2024-07-29
현충로4길1-14,흑석동,173-170,2020-12-29,전용주(강관),LED일체형,2,2024-07-29
현충로4길1-15,흑석동,173-170,2020-12-30,전용주(강관),LED일체형,2,2024-07-29
현충로05(신),노량진1동,10-40,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로06,노량진1동,45433,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로07(신),노량진1동,45432,2016-08-30,강판주,LED일체형,1,2024-07-29
현충로08,노량진1동,45418,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로09(신),노량진1동,45432,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-1,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-2,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-3,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-4,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-5,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-6,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-7,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-8,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-9,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로9-10,사당2동,126-12,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로10,노량진1동,45434,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로11(신),노량진1동,45358,2018-12-14,강판주,LED일체형,1,2024-07-29
현충로12(신),노량진1동,산 3-5,2018-12-14,강판주,LED일체형,3,2024-07-29
현충로13(신),노량진1동,산 3-7,2016-08-30,강판주,LED일체형,1,2024-07-29
현충로14(신),노량진1동,산 3-5,2018-12-14,강판주,LED일체형,3,2024-07-29
현충로15(신),노량진1동,산 3-7,2016-08-30,강판주,LED일체형,1,2024-07-29
현충로16,노량진1동,45331,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로17(신),노량진1동,산 2-15,2016-08-30,강판주,LED일체형,1,2024-07-29
현충로18,노량진1동,45331,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로19(신),노량진1동,산 2-6,2018-12-14,강판주,LED일체형,3,2024-07-29
현충로20(신),노량진1동,산 2-9,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로21(신),노량진1동,45324,2018-12-14,강판주,LED일체형,3,2024-07-29
현충로22(신),노량진1동,산 2-10,2018-12-14,강판주,LED일체형,3,2024-07-29
현충로23(신),노량진1동,45324,2018-12-14,강판주,LED일체형,3,2024-07-29
현충로24(신),노량진1동,산 2-4,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로25(신),노량진1동,산 2-7,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로26(신),노량진1동,산 2-4,2016-08-30,강판주,LED일체형,3,2024-07-29
현충로27(신),노량진1동,산 2-3,2016-08-30,강판주,LED일체형,3,2024-07-29
