표찰번호,행정동,지번,설치일자,등주형태,램프종류,총등수,기준일자
사당로2=7,사당3동,169-20,2016-12-13,강판주,LED일체형,2,2024-07-29
사당로2가길1-1,사당5동,산 32-99,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-2,사당1동,32-107,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-3,사당1동,11902,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-4,사당1동,32-108,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-5,사당1동,32-92,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-6,사당1동,32-108,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-7,사당5동,산 32-8,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-8,사당1동,32-92,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-9,사당5동,205-20,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-10-,사당5동,708-533,2016-12-15,강판주,LED일체형,3,2024-07-29
사당로2가길1-11,사당5동,708-533,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-12,사당5동,206-55,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-13,사당5동,206-55,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-14,사당5동,708-1048,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-15,사당1동,32-93,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-16,사당5동,산 32-93,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-17,사당5동,산 32-93,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-18,사당5동,산 32-93,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-19,사당5동,산 32-93,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-20,사당5동,산 32-93,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길1-21,사당5동,산 32-93,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-2,사당5동,1139,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-3,사당5동,1139,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-4,사당5동,1139,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-5,사당5동,1139-2,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-6,사당5동,1139-2,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-7,사당5동,1139,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-8,사당5동,1139-2,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-9,사당5동,1139-2,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-10,사당5동,1139-2,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-11,사당5동,1139,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-12,사당1동,32-92,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-13,사당1동,32-92,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-14,사당5동,산 32-92,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-15,사당5동,산 32-92,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2-16,사당5동,산 32-92,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로2가길2=1,사당5동,1139-2,2016-12-15,강판주,LED일체형,2,2024-07-29
사당로3-1,사당3동,169-20,2016-08-31,신호통합주,LED일체형,1,2024-07-29
사당로3-2,사당3동,265-2,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-3,사당3동,254-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-4,사당3동,254-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-5,사당3동,254-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-6,사당3동,708-530,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-7,사당3동,252-15,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-8,사당3동,252-23,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-9,사당3동,252-28,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-10,사당3동,1131,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로3-11,사당3동,1131,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로3-12,사당3동,1131,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로3-13,사당3동,1131,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로3-14,사당3동,1131,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로3-15,사당3동,1131,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로3-16,사당3동,220-85,2024-03-22,신호통합주,LED일체형,3,2024-07-29
사당로3-17,사당3동,220-10,2021-07-26,강판주,LED일체형,3,2024-07-29
사당로3-18,사당3동,220-54,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-19,사당3동,220-200,2021-07-26,강판주,LED일체형,3,2024-07-29
사당로3-20,사당3동,220-198,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-21,사당3동,219-7,2021-07-26,강판주,LED일체형,3,2024-07-29
사당로3-22,사당3동,218-11,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-23,사당3동,218-14,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-24,사당3동,211-2,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-25,사당3동,708-534,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-26,사당3동,208-17,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-27,사당3동,207-3,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-28,사당3동,200-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로3-29,사당3동,1131,2024-04-26,,LED일체형,3,2024-07-29
사당로3=29,사당3동,200-1,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로4-2,사당3동,200-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-3,사당3동,200-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-4,사당3동,200-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-5,사당3동,197-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-6,사당1동,45322,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-7,사당1동,45322,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-8,사당3동,산 31-50,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-9,사당3동,산 31-50,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-10,사당3동,산 31-50,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-11,사당3동,산 31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-12,사당3동,산 31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-13,사당3동,산 31-50,2023-10-25,주철주,LED일체형,2,2024-07-29
사당로4-14,사당1동,31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-15,사당3동,산 31-37,2023-10-25,주철주,LED일체형,3,2024-07-29
사당로4-16,사당3동,산 31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-17,사당3동,산 31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-18,사당3동,산 31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-19,사당3동,산 31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-20,사당3동,산 31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-21,사당1동,31-37,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-22,상도1동,49-121,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4-24,상도1동,103-4,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로4=1,사당3동,200-1,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로4=23,상도1동,105-2,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로5-2,상도1동,511,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로5-3,상도1동,512-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로5-4,상도1동,512-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로5-5,상도1동,512-4,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로5-6,상도1동,512-9,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로5-7,상도1동,511,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로5=1,상도1동,512,2016-12-14,스텐주,LED일체형,4,2024-07-29
사당로6-1,상도1동,512-9,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로6-2,상도1동,512-9,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로6-3,상도1동,511,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로6-4,상도1동,511,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로6-5,상도1동,511,2016-08-31,스텐주,LED일체형,3,2024-07-29
사당로6-6,상도1동,511,2016-08-31,신호통합주,LED일체형,3,2024-07-29
사당로7-1,상도1동,512-11,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-2,상도1동,512-11,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-3,상도1동,512-11,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-4,상도1동,512-11,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-5,상도1동,512-11,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-6,상도1동,512-5,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-7,상도1동,512-5,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-9,상도1동,506-11,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-11,상도1동,512-5,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-12,상도1동,512-2,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7-13,상도1동,512-2,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로7=8,상도1동,512-5,2016-08-31,강판주,LED일체형,2,2024-07-29
사당로7=10,상도1동,512-7,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로8-1,상도1동,49-120,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로8-2,상도1동,103-3,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로8-3,상도1동,49-120,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로8-4축,상도1동,49-120,2016-08-31,기타,LED일체형,1,2024-07-29
사당로8-5축,상도1동,49-115,2016-08-31,기타,LED일체형,1,2024-07-29
사당로8-6축,상도1동,111-43,2016-08-31,기타,LED일체형,1,2024-07-29
사당로8-7축,사당1동,31-37,2016-08-31,기타,LED일체형,1,2024-07-29
사당로8-8축,사당1동,31-37,2016-08-31,기타,LED일체형,1,2024-07-29
사당로8-9축,사당1동,31-37,2016-08-31,기타,LED일체형,1,2024-07-29
사당로8-10축,사당1동,31-37,2016-08-31,기타,LED일체형,1,2024-07-29
사당로8-11,사당5동,산 31-37,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로8-12,사당5동,산 31-33,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-2,사당5동,709,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-3,사당5동,709,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-4,사당5동,산 31-34,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-5,사당5동,산 31-37,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-6,사당5동,산 31-37,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-7,사당5동,188-51,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-8,사당5동,산 31-39,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-9,사당5동,197-4,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로9-11,사당5동,710-2,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로9=1,사당5동,산 31-37,2016-08-31,강판주,LED일체형,2,2024-07-29
사당로9=10,사당5동,710-2,2016-08-31,강판주,LED일체형,2,2024-07-29
사당로9=12,사당5동,200,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로10-1,사당5동,710-5,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로10-2,사당5동,710-5,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로10-3,사당5동,203-10,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로10-4,사당5동,203-10,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로10-6,사당5동,213-8,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로10-7,사당5동,211-2,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로10=5,사당5동,213-18,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로11-1,사당5동,221,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로11-2,사당5동,221,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로11-3,사당5동,223-31,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-4,사당5동,221,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-5,사당5동,221,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-6,사당5동,221,2016-08-31,신호통합주,LED일체형,3,2024-07-29
사당로11-7,사당5동,712-1,2021-07-26,강판주,LED일체형,3,2024-07-29
사당로11-8,사당5동,712-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-9,사당4동,708-530,2016-08-31,신호통합주,LED일체형,3,2024-07-29
사당로11-10,사당4동,산 25-33,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-11,사당4동,712-8,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로11-12,사당4동,산 25-33,2020-09-23,강판주,LED일체형,3,2024-07-29
사당로11-13,사당4동,712-12,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-14,사당4동,712-14,2022-01-03,강판주,LED일체형,3,2024-07-29
사당로11-15,사당4동,254-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-16,사당4동,254-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-17,사당4동,254-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-18,사당4동,254-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로11-19,사당4동,254-1,2016-08-31,신호통합주,LED일체형,1,2024-07-29
사당로11=20,사당4동,708-529,2023-11-27,신호통합주,LED일체형,4,2024-07-29
사당로12-2,사당4동,318-6,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로12-3,사당1동,318-78,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로12-4,사당1동,708-360,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로12-5,사당1동,708-360,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로12-6,사당1동,1001-59,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로12=1,사당4동,318-6,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로12=7,사당1동,1001-59,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로13-1,사당1동,1002-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로13-2,사당1동,1002-1,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로13-3,사당1동,1003-49,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로13-4,사당1동,1003-49,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로13-5,사당1동,1003-49,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로13-6,사당1동,1003-55,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로13-7,사당1동,1113,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로14-1,사당1동,144-4,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로14-2,사당1동,144-4,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로14-3,사당1동,144-4,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로14-4,사당1동,147-139,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로14-5,사당1동,144-4,2020-09-21,강판주,LED일체형,3,2024-07-29
사당로14-6,사당1동,144-4,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로14-7,사당1동,144-4,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로14-8,사당1동,144-4,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로17길1-1,사당3동,169-20,2016-12-13,강판주,LED일체형,1,2024-07-29
사당로17길1-3-,사당3동,169-18,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-4-,사당3동,169-18,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-5-,사당3동,169-18,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-6-,사당3동,169-18,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-7-,사당3동,169-18,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-8-,사당3동,169-18,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-9-,사당3동,169-18,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-10-,사당3동,169-16,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-11-,사당3동,169-14,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-13-,사당3동,169-14,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-14-,사당3동,169-14,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-15-,사당3동,169-14,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-16-,사당3동,169-8,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1-17-,사당3동,169-14,2016-12-13,강판주,LED일체형,3,2024-07-29
사당로17길1=2-,사당3동,169-20,2016-12-13,강판주,LED일체형,4,2024-07-29
사당로17길1=12-,사당3동,169-14,2016-12-13,강판주,LED일체형,4,2024-07-29
사당로17길1=18-,사당3동,169-8,2016-12-13,강판주,LED일체형,4,2024-07-29
사당로17길1=19,사당3동,169-8,2016-12-13,강판주,LED일체형,2,2024-07-29
사당로23길1-2-,사당3동,324-32,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-3-,사당3동,324-20,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-4-,사당3동,324-20,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-5-,사당3동,324-20,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-6-,사당1동,24-33,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-7-,사당1동,24-33,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-8-,사당3동,산 24-33,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-9-,사당3동,산 24-34,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-10-,사당3동,169-31,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-11-,사당3동,169-29,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-12-,사당3동,산 24-17,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-13-,사당3동,169-29,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-15,사당3동,산 24-17,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로23길1-16-,사당3동,산 24-17,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길1-17,사당3동,산 24-17,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로23길1-18,사당3동,산 24-17,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로23길1=1-,사당3동,323-1,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로23길1=14-,사당1동,24-17,2016-08-31,강판주,LED일체형,4,2024-07-29
사당로23길2-1-,사당3동,169-29,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길2-2-,사당3동,169-29,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길2-3-,사당3동,산 24-17,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길2-4-,사당3동,산 24-17,2016-08-31,강판주,LED일체형,3,2024-07-29
사당로23길2-5-,사당3동,산 24-17,2016-08-31,강판주,LED일체형,3,2024-07-29
